Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,Yes,Travel_Rarely,1076,Research & Development,2,2,Other,1,505,1,Male,83,4,5,Healthcare Representative,1,Single,5663,23593,0,Y,No,12,3,4,80,2,2,6,2,15,16,8,15
22,No,Travel_Frequently,162,Research & Development,15,1,Technical Degree,1,506,1,Male,93,2,2,Manager,3,Married,11519,17252,9,Y,Yes,20,3,3,80,0,26,2,1,8,9,8,4
22,No,Travel_Rarely,771,Research & Development,13,1,Life Sciences,1,507,1,Male,70,4,5,Laboratory Technician,4,Married,10248,18596,4,Y,No,22,3,2,80,1,24,6,1,36,1,1,7
29,No,Travel_Rarely,1008,Research & Development,17,3,Other,1,508,2,Male,34,2,1,Research Director,3,Divorced,14301,14084,9,Y,No,14,3,3,80,1,2,0,4,14,18,12,2
54,No,Travel_Rarely,1042,Research & Development,13,3,Medical,1,509,2,Female,65,1,5,Research Director,4,Single,5115,22672,1,Y,No,14,3,1,80,2,6,3,1,1,11,4,9
40,No,Travel_Rarely,889,Sales,27,4,Other,1,510,4,Female,57,2,2,Sales Representative,1,Married,13312,19812,5,Y,No,12,3,4,80,3,18,0,2,6,17,9,12
59,No,Travel_Rarely,836,Sales,1,3,Technical Degree,1,511,4,Male,62,2,4,Sales Representative,2,Married,15441,15133,6,Y,No,25,3,4,80,3,28,3,2,39,17,5,17
55,No,Non-Travel,1053,Research & Development,29,1,Life Sciences,1,512,2,Male,33,4,5,Research Scientist,2,Single,8378,5251,7,Y,Yes,23,3,3,80,1,9,0,3,33,15,3,13
41,No,Travel_Frequently,630,Sales,20,2,Marketing,1,513,2,Male,52,1,1,Sales Representative,3,Married,5886,22168,0,Y,Yes,12,4,1,80,2,17,1,2,27,7,2,11
47,No,Travel_Rarely,895,Sales,23,3,Other,1,514,2,Male,100,1,2,Sales Representative,2,Married,11549,10216,6,Y,No,14,3,2,80,0,20,1,3,31,11,13,12
32,No,Travel_Frequently,548,Research & Development,5,2,Marketing,1,515,3,Male,33,3,5,Manager,2,Single,12002,11035,1,Y,No,17,3,1,80,0,29,4,3,26,13,1,11
21,No,Travel_Rarely,714,Sales,2,4,Other,1,516,3,Male,94,3,1,Manager,4,Married,2796,5199,4,Y,No,24,3,4,80,3,10,4,4,37,16,0,7
35,No,Travel_Rarely,275,Research & Development,12,5,Other,1,517,3,Male,66,3,1,Manager,1,Married,11741,7499,0,Y,No,23,3,3,80,3,28,3,1,4,4,4,9
43,No,Travel_Rarely,591,Research & Development,10,2,Life Sciences,1,518,1,Male,71,1,3,Research Scientist,4,Married,3939,5232,0,Y,No,24,4,2,80,3,34,1,4,2,10,14,3
25,No,Travel_Rarely,300,Sales,23,3,Human Resources,1,519,2,Male,96,2,1,Manager,1,Single,11811,4521,7,Y,No,23,3,4,80,1,23,1,3,28,11,11,0
27,No,Travel_Rarely,418,Research & Development,27,5,Marketing,1,520,4,Female,45,4,5,Manufacturing Director,2,Married,18704,2625,7,Y,No,20,3,4,80,2,29,2,4,39,3,13,14
18,No,Travel_Rarely,688,Research & Development,13,2,Other,1,521,2,Male,99,1,5,Manufacturing Director,3,Single,11208,9434,8,Y,No,15,3,4,80,0,6,6,2,23,7,3,8
49,No,Travel_Rarely,801,Research & Development,23,3,Marketing,1,522,1,Male,49,4,1,Healthcare Representative,4,Married,15470,20920,7,Y,No,20,3,2,80,2,37,4,2,39,17,15,15
56,Yes,Travel_Frequently,1418,Sales,2,2,Technical Degree,1,523,1,Male,54,1,1,Manager,4,Married,6890,23609,5,Y,No,18,3,1,80,1,12,0,3,16,0,1,2
53,No,Travel_Rarely,138,Research & Development,22,4,Marketing,1,524,1,Female,61,1,4,Research Scientist,1,Married,18532,7755,1,Y,No,25,4,2,80,3,8,0,4,27,9,0,7
34,No,Travel_Frequently,1358,Sales,3,4,Human Resources,1,525,4,Male,72,4,3,Sales Representative,3,Married,16444,12650,7,Y,No,17,3,2,80,1,22,2,1,20,11,7,4
43,No,Travel_Rarely,560,Research & Development,20,1,Life Sciences,1,526,1,Male,52,2,5,Manager,2,Single,18417,22815,2,Y,Yes,22,3,3,80,2,15,1,3,36,17,7,15
59,No,Travel_Frequently,1114,Human Resources,12,1,Human Resources,1,527,3,Female,86,3,5,Manager,4,Single,15092,19699,1,Y,No,13,3,2,80,2,18,2,1,26,5,4,6
43,No,Travel_Rarely,1049,Human Resources,13,1,Medical,1,528,2,Female,31,2,3,Human Resources,4,Married,13341,24619,7,Y,No,21,3,3,80,3,33,6,4,17,7,2,11
30,No,Travel_Rarely,1459,Research & Development,9,1,Human Resources,1,529,1,Male,77,3,2,Research Director,1,Single,10979,12566,5,Y,No,17,3,1,80,0,21,1,2,10,1,5,1
32,No,Travel_Rarely,253,Research & Development,12,1,Life Sciences,1,530,4,Male,76,2,4,Healthcare Representative,2,Married,18637,6292,1,Y,No,17,3,1,80,1,15,4,4,12,6,5,9
49,No,Non-Travel,1454,Research & Development,26,4,Life Sciences,1,531,3,Female,67,2,4,Laboratory Technician,4,Married,17117,5661,5,Y,No,22,3,4,80,1,32,3,1,3,18,9,7
37,No,Travel_Rarely,189,Research & Development,24,5,Life Sciences,1,532,4,Male,73,4,3,Manager,4,Divorced,8922,19748,6,Y,No,18,4,2,80,0,15,4,1,6,14,5,10
54,No,Travel_Rarely,1328,Research & Development,10,3,Technical Degree,1,533,4,Male,83,3,2,Manager,3,Single,2635,2748,4,Y,No,11,3,1,80,3,39,3,4,20,8,3,10
55,No,Travel_Frequently,1013,Research & Development,9,5,Medical,1,534,4,Male,94,3,2,Healthcare Representative,1,Married,1077,13558,7,Y,No,16,3,4,80,3,40,3,2,1,12,9,1
19,No,Travel_Rarely,775,Sales,15,4,Technical Degree,1,535,3,Male,45,4,3,Sales Executive,2,Single,5443,10893,5,Y,No,25,3,1,80,0,19,1,1,19,18,9,0
49,Yes,Travel_Frequently,658,Sales,20,5,Other,1,536,3,Female,63,2,3,Sales Executive,4,Divorced,2197,24981,3,Y,Yes,25,3,4,80,2,31,6,4,1,8,6,2
33,No,Travel_Rarely,232,Research & Development,6,4,Life Sciences,1,537,3,Female,69,4,3,Research Director,3,Married,5025,26954,2,Y,Yes,20,3,2,80,3,29,1,2,6,5,1,3
40,No,Travel_Rarely,1222,Sales,22,1,Technical Degree,1,538,2,Male,54,3,1,Sales Representative,1,Married,3088,14158,2,Y,No,20,3,2,80,1,35,1,4,28,16,15,13
29,No,Travel_Rarely,1119,Sales,28,3,Other,1,539,1,Female,99,4,5,Sales Representative,2,Married,19640,16543,8,Y,No,14,4,2,80,2,18,0,2,1,16,8,4
33,No,Travel_Rarely,1412,Research & Development,25,3,Marketing,1,540,2,Male,66,2,4,Manager,1,Single,2819,11530,3,Y,No,22,3,1,80,2,16,0,4,13,9,4,17
32,No,Travel_Rarely,1123,Human Resources,16,4,Human Resources,1,541,2,Female,72,3,5,Manager,2,Married,12914,21443,7,Y,No,19,4,2,80,0,11,2,3,7,0,11,1
20,No,Travel_Rarely,1439,Research & Development,10,4,Technical Degree,1,542,1,Male,43,1,5,Laboratory Technician,2,Divorced,7688,9430,3,Y,No,11,4,2,80,3,24,5,2,2,0,6,9
51,No,Travel_Rarely,1341,Research & Development,10,1,Life Sciences,1,543,4,Male,59,1,4,Manager,3,Single,4317,20632,5,Y,No,25,3,2,80,3,25,1,2,8,2,2,12
24,Yes,Travel_Frequently,696,Human Resources,22,4,Technical Degree,1,544,4,Female,74,1,2,Human Resources,4,Divorced,14326,24599,6,Y,No,23,3,2,80,1,18,0,2,4,13,11,0
34,No,Travel_Frequently,1085,Sales,14,5,Marketing,1,545,2,Male,60,3,4,Sales Representative,3,Divorced,19440,6370,4,Y,No,12,3,3,80,1,12,3,3,3,3,1,9
26,No,Travel_Rarely,471,Research & Development,4,1,Life Sciences,1,546,2,Male,84,2,3,Research Scientist,3,Divorced,16024,7727,7,Y,Yes,17,3,1,80,3,18,3,3,27,1,4,1
24,No,Travel_Rarely,1213,Research & Development,20,3,Human Resources,1,547,4,Male,39,2,5,Manufacturing Director,2,Divorced,19529,11513,9,Y,No,22,3,2,80,3,20,3,1,5,12,10,14
34,No,Travel_Rarely,952,Sales,5,5,Medical,1,548,2,Female,40,3,2,Manager,3,Single,12217,22709,8,Y,No,22,3,4,80,0,5,0,2,38,9,11,8
57,No,Travel_Frequently,717,Research & Development,29,1,Life Sciences,1,549,3,Male,54,2,1,Manufacturing Director,4,Married,13800,18057,9,Y,No,13,3,4,80,1,27,1,2,19,10,15,15
58,No,Travel_Frequently,980,Research & Development,13,1,Medical,1,550,3,Female,52,1,1,Manager,1,Single,3789,6930,0,Y,No,11,4,3,80,2,34,2,4,16,3,11,11
34,No,Travel_Rarely,489,Research & Development,10,5,Other,1,551,2,Female,87,3,1,Research Scientist,2,Married,17197,11260,7,Y,No,25,4,2,80,0,13,5,2,35,4,3,5
39,No,Travel_Rarely,972,Sales,2,1,Technical Degree,1,552,4,Female,91,3,4,Sales Representative,1,Single,15212,18118,7,Y,Yes,24,3,2,80,3,16,4,3,31,4,11,2
60,No,Non-Travel,765,Sales,5,4,Other,1,553,1,Male,63,1,1,Sales Representative,1,Divorced,5833,26121,4,Y,Yes,22,4,4,80,0,3,5,1,17,12,12,2
28,No,Travel_Frequently,551,Research & Development,28,5,Marketing,1,554,1,Female,65,2,1,Manager,1,Single,7747,13328,3,Y,No,20,3,2,80,3,23,3,2,39,18,10,0
58,No,Travel_Rarely,1465,Sales,16,3,Life Sciences,1,555,3,Male,50,1,2,Manager,3,Single,12610,3950,0,Y,No,21,3,4,80,0,17,2,2,21,17,11,5
22,Yes,Travel_Frequently,191,Sales,27,3,Marketing,1,556,3,Female,67,3,4,Sales Representative,4,Single,1255,4699,8,Y,No,17,3,1,80,3,35,3,2,29,2,13,13
27,No,Travel_Rarely,1161,Sales,28,3,Medical,1,557,4,Female,80,1,3,Sales Executive,4,Married,16541,2810,8,Y,Yes,21,3,3,80,0,37,2,4,39,12,9,6
32,No,Travel_Rarely,395,Research & Development,2,2,Technical Degree,1,558,3,Male,81,1,2,Manufacturing Director,1,Single,6337,5230,0,Y,Yes,15,3,3,80,2,31,1,4,29,14,15,2
19,Yes,Travel_Frequently,413,Research & Development,12,2,Medical,1,559,1,Female,98,2,2,Research Scientist,3,Single,2432,12369,5,Y,No,12,3,2,80,1,8,4,2,24,0,10,1
53,No,Travel_Rarely,317,Research & Development,25,3,Human Resources,1,560,4,Male,71,2,5,Manufacturing Director,2,Single,7287,9105,5,Y,Yes,15,3,2,80,1,8,2,3,25,12,0,7
54,No,Travel_Rarely,245,Sales,15,5,Marketing,1,561,2,Male,54,4,3,Sales Executive,2,Single,16881,9591,1,Y,No,15,4,1,80,0,19,1,4,26,8,2,3
34,No,Non-Travel,275,Sales,15,5,Medical,1,562,1,Male,34,1,2,Sales Representative,3,Divorced,6217,21188,5,Y,No,15,3,2,80,2,25,4,1,40,3,7,13
53,No,Travel_Frequently,1266,Research & Development,17,5,Human Resources,1,563,3,Female,78,4,4,Laboratory Technician,3,Married,11248,13977,8,Y,No,18,3,2,80,2,1,0,2,28,15,6,6
51,No,Travel_Rarely,1396,Research & Development,21,1,Technical Degree,1,564,1,Female,87,2,2,Laboratory Technician,3,Single,16427,20248,3,Y,Yes,12,3,3,80,1,20,0,3,12,17,13,2
52,Yes,Travel_Rarely,919,Research & Development,28,2,Medical,1,565,2,Female,69,2,2,Research Scientist,1,Single,1649,15591,7,Y,Yes,17,3,3,80,1,3,2,1,0,11,10,4
52,No,Travel_Frequently,121,Research & Development,26,4,Marketing,1,566,2,Male,95,1,4,Healthcare Representative,2,Single,15440,7202,9,Y,No,17,3,2,80,2,10,4,2,32,3,0,7
42,Yes,Travel_Rarely,1310,Research & Development,19,3,Medical,1,567,1,Female,52,2,2,Healthcare Representative,2,Married,6491,25711,4,Y,No,13,3,3,80,2,14,5,1,20,8,7,0
22,No,Non-Travel,943,Sales,17,2,Other,1,568,4,Female,33,2,3,Manager,1,Single,14218,13954,1,Y,No,17,3,3,80,2,1,3,2,17,9,8,2
57,No,Travel_Rarely,830,Research & Development,11,2,Technical Degree,1,569,3,Female,74,3,4,Research Scientist,1,Single,4581,22917,2,Y,Yes,21,4,1,80,0,10,1,1,38,17,15,17
44,Yes,Travel_Rarely,1426,Research & Development,4,1,Other,1,570,4,Male,38,4,2,Manufacturing Director,2,Single,3648,4509,1,Y,Yes,17,3,4,80,2,25,2,3,6,15,10,6
56,No,Travel_Rarely,674,Research & Development,21,2,Human Resources,1,571,2,Male,35,3,1,Healthcare Representative,1,Single,15979,23251,3,Y,Yes,11,3,4,80,1,40,2,4,1,12,2,13
59,No,Travel_Frequently,605,Research & Development,1,3,Other,1,572,3,Female,79,1,5,Research Director,3,Married,16350,19925,6,Y,No,21,3,2,80,1,31,2,2,30,14,3,16
26,No,Non-Travel,1192,Research & Development,21,3,Marketing,1,573,4,Male,60,2,2,Research Scientist,1,Single,19645,8320,2,Y,Yes,19,4,4,80,1,12,4,1,37,13,5,2
35,No,Travel_Rarely,838,Research & Development,15,3,Medical,1,574,1,Male,72,3,2,Research Scientist,1,Married,13869,21851,5,Y,Yes,17,3,2,80,1,38,5,2,34,6,6,12
26,No,Travel_Rarely,1104,Research & Development,23,2,Technical Degree,1,575,4,Male,83,3,3,Laboratory Technician,4,Married,9856,20588,9,Y,No,11,4,1,80,0,18,4,1,35,2,1,14
20,No,Travel_Frequently,1074,Research & Development,28,2,Marketing,1,576,1,Male,57,3,1,Healthcare Representative,3,Divorced,4709,24347,2,Y,No,12,3,4,80,1,14,2,2,35,15,12,0
59,No,Travel_Rarely,1275,Research & Development,17,5,Medical,1,577,4,Male,73,3,1,Laboratory Technician,3,Single,6615,7317,8,Y,No,12,3,2,80,2,34,2,3,28,10,1,5
57,No,Travel_Rarely,545,Research & Development,17,3,Other,1,578,3,Male,68,3,3,Healthcare Representative,1,Divorced,13316,24154,3,Y,Yes,23,3,2,80,0,16,0,2,37,18,1,2
58,No,Travel_Frequently,202,Research & Development,15,2,Human Resources,1,579,3,Female,71,4,5,Manager,1,Divorced,7581,21074,6,Y,No,15,3,3,80,3,30,5,3,13,12,2,0
55,No,Travel_Frequently,769,Research & Development,11,4,Marketing,1,580,1,Female,79,3,3,Healthcare Representative,4,Divorced,10191,10509,1,Y,Yes,17,3,2,80,1,6,6,3,30,9,2,5
45,No,Travel_Frequently,1007,Research & Development,3,3,Other,1,581,3,Male,57,3,3,Manager,4,Divorced,4200,10821,2,Y,No,21,3,2,80,2,13,0,1,3,12,9,3
40,No,Travel_Rarely,1244,Research & Development,1,3,Human Resources,1,582,3,Male,65,2,4,Laboratory Technician,4,Single,9352,8433,8,Y,No,20,3,4,80,0,40,0,3,21,12,13,16
60,No,Travel_Rarely,475,Sales,21,2,Life Sciences,1,583,4,Female,71,2,5,Manager,4,Divorced,5528,13967,5,Y,Yes,11,4,2,80,0,9,1,3,11,18,15,4
41,Yes,Non-Travel,1144,Research & Development,27,4,Marketing,1,584,4,Male,39,3,5,Laboratory Technician,1,Divorced,3138,24424,5,Y,No,24,3,3,80,3,34,5,1,38,6,12,13
45,No,Travel_Rarely,1265,Research & Development,2,1,Other,1,585,2,Female,45,4,1,Laboratory Technician,4,Single,3514,22957,5,Y,No,14,3,3,80,3,19,1,2,17,7,10,0
27,Yes,Travel_Rarely,1232,Research & Development,10,5,Marketing,1,586,2,Male,36,4,3,Laboratory Technician,2,Single,10852,5730,2,Y,No,22,3,4,80,0,39,0,2,8,6,9,11
50,Yes,Travel_Frequently,1231,Sales,18,3,Other,1,587,2,Male,44,3,3,Sales Executive,3,Divorced,7967,5364,9,Y,Yes,23,4,2,80,3,17,2,2,23,2,4,12
53,No,Travel_Rarely,1482,Research & Development,21,3,Marketing,1,588,2,Male,61,4,2,Research Scientist,2,Single,2906,3572,3,Y,No,19,3,2,80,3,20,2,4,3,8,6,2
47,No,Travel_Frequently,1026,Sales,22,2,Life Sciences,1,589,1,Male,96,1,5,Sales Executive,3,Married,10776,17387,0,Y,Yes,13,4,4,80,0,16,2,3,5,8,13,7
39,No,Travel_Rarely,619,Sales,21,3,Marketing,1,590,1,Female,95,2,2,Sales Executive,4,Married,4128,9920,9,Y,No,19,3,2,80,0,8,3,4,17,3,1,16
26,No,Non-Travel,712,Human Resources,3,4,Marketing,1,591,4,Male,84,1,5,Human Resources,4,Married,1302,21043,0,Y,Yes,14,3,2,80,0,34,1,3,25,15,13,11
19,No,Travel_Rarely,1146,Research & Development,8,3,Human Resources,1,592,2,Female,69,3,1,Research Scientist,3,Single,3526,21030,8,Y,No,23,4,1,80,3,23,0,1,23,13,12,14
44,No,Travel_Rarely,432,Sales,14,1,Life Sciences,1,593,2,Female,44,4,4,Sales Executive,2,Married,9526,7018,2,Y,No,22,3,2,80,3,20,0,3,2,4,0,7
47,No,Non-Travel,944,Research & Development,2,3,Life Sciences,1,594,3,Female,55,1,4,Healthcare Representative,3,Married,19128,19383,0,Y,No,23,3,1,80,2,15,5,1,27,3,3,4
51,No,Travel_Rarely,902,Sales,10,2,Life Sciences,1,595,3,Female,84,1,3,Sales Executive,2,Divorced,5598,21134,2,Y,No,23,3,2,80,1,31,4,2,2,11,4,8
58,Yes,Travel_Frequently,1033,Sales,12,1,Technical Degree,1,596,2,Male,94,2,1,Sales Executive,1,Single,6418,26677,6,Y,No,13,4,3,80,3,14,1,4,33,0,14,7
39,No,Travel_Rarely,690,Research & Development,29,5,Human Resources,1,597,4,Male,98,4,1,Research Scientist,3,Single,5617,20092,5,Y,No,11,3,3,80,3,9,6,4,1,2,7,17
53,No,Travel_Frequently,1136,Research & Development,10,2,Technical Degree,1,598,1,Female,57,1,4,Research Scientist,1,Single,7754,11048,1,Y,No,20,3,1,80,3,3,3,1,1,8,12,7
48,No,Travel_Frequently,201,Human Resources,29,3,Other,1,599,2,Male,64,4,5,Manager,2,Single,14631,26992,3,Y,No,20,3,2,80,1,35,5,4,21,18,9,11
29,No,Travel_Rarely,1150,Research & Development,21,1,Human Resources,1,600,1,Male,66,1,3,Manager,3,Divorced,7125,8964,2,Y,Yes,23,3,2,80,2,2,5,4,32,1,1,10
54,No,Travel_Rarely,1237,Research & Development,21,2,Technical Degree,1,601,3,Male,33,2,1,Manager,4,Single,13496,22150,6,Y,No,20,3,1,80,2,34,2,4,31,10,10,6
20,No,Travel_Rarely,1340,Research & Development,24,2,Technical Degree,1,602,1,Male,38,3,4,Research Director,3,Single,18067,11513,8,Y,Yes,23,3,2,80,0,15,4,4,24,10,10,6
43,No,Non-Travel,1392,Research & Development,25,1,Medical,1,603,4,Female,33,3,3,Research Scientist,4,Divorced,18977,25381,2,Y,No,16,3,3,80,2,0,4,1,7,4,13,15
58,No,Non-Travel,590,Research & Development,7,5,Human Resources,1,604,3,Male,82,4,1,Manager,4,Single,11700,21576,8,Y,No,12,3,1,80,2,37,3,1,39,9,14,3
46,No,Non-Travel,166,Human Resources,13,2,Other,1,605,1,Female,45,1,2,Human Resources,1,Single,14554,17029,4,Y,Yes,11,3,2,80,2,30,4,3,0,12,9,7
58,No,Travel_Rarely,1015,Research & Development,16,3,Human Resources,1,606,3,Female,79,1,2,Research Director,4,Married,18464,7431,0,Y,No,17,3,2,80,1,29,2,1,14,2,14,12
20,No,Travel_Rarely,228,Research & Development,29,3,Human Resources,1,607,2,Male,56,2,5,Manufacturing Director,2,Married,15949,6787,3,Y,No,11,3,1,80,2,22,0,2,30,18,2,1
40,No,Travel_Frequently,493,Sales,2,3,Marketing,1,608,3,Female,86,3,5,Manager,3,Divorced,6704,25698,8,Y,No,18,3,3,80,3,31,0,4,25,4,9,12
51,No,Travel_Frequently,1084,Research & Development,14,3,Life Sciences,1,609,1,Male,38,2,1,Laboratory Technician,1,Married,3516,22060,8,Y,No,17,3,3,80,2,5,3,4,32,7,9,14
45,Yes,Travel_Rarely,933,Research & Development,7,3,Human Resources,1,610,3,Male,53,3,3,Research Director,3,Single,3189,14859,7,Y,No,14,3,2,80,3,9,6,2,31,0,2,7
55,No,Travel_Rarely,950,Research & Development,6,1,Marketing,1,611,1,Male,44,2,1,Manufacturing Director,3,Married,17760,23946,3,Y,Yes,19,3,1,80,3,22,1,3,38,11,8,10
37,No,Travel_Rarely,1152,Research & Development,23,4,Human Resources,1,612,1,Male,60,4,3,Research Director,4,Divorced,11572,21599,7,Y,Yes,21,4,4,80,1,30,4,3,21,11,10,8
47,No,Travel_Rarely,332,Human Resources,6,1,Other,1,613,3,Male,69,1,1,Manager,4,Married,6636,11750,7,Y,No,11,3,1,80,2,24,1,2,33,2,6,11
36,Yes,Travel_Rarely,1207,Human Resources,24,3,Medical,1,614,3,Male,41,3,4,Manager,4,Married,7571,22697,7,Y,Yes,18,3,1,80,2,16,4,1,6,5,10,0
55,No,Travel_Rarely,921,Sales,29,2,Marketing,1,615,2,Male,77,3,1,Sales Representative,3,Married,6358,21920,5,Y,No,25,4,1,80,3,27,1,2,7,14,11,11
23,No,Travel_Rarely,689,Research & Development,23,3,Technical Degree,1,616,1,Male,98,1,5,Manufacturing Director,4,Married,16238,14019,5,Y,No,15,3,1,80,1,2,3,3,2,13,9,8
28,No,Non-Travel,750,Research & Development,5,1,Marketing,1,617,2,Female,33,3,2,Manager,1,Married,12639,2579,9,Y,No,22,3,4,80,0,20,5,4,8,5,6,0
22,No,Travel_Frequently,813,Research & Development,5,4,Medical,1,618,4,Male,36,1,2,Manufacturing Director,4,Single,17710,20558,9,Y,No,16,3,4,80,2,16,2,4,4,11,4,14
48,No,Non-Travel,871,Sales,13,3,Medical,1,619,3,Female,97,3,5,Sales Executive,1,Married,6739,10552,5,Y,No,15,3,3,80,2,20,6,1,33,14,10,2
28,No,Travel_Rarely,568,Sales,16,1,Technical Degree,1,620,1,Female,76,3,5,Sales Representative,2,Single,9983,11177,2,Y,No,23,3,4,80,2,5,0,3,20,7,14,10
31,No,Travel_Rarely,413,Research & Development,23,1,Life Sciences,1,621,4,Female,95,1,1,Research Scientist,4,Married,3320,19867,4,Y,No,16,3,3,80,2,37,0,3,18,3,7,15
53,No,Travel_Rarely,338,Research & Development,13,3,Life Sciences,1,622,2,Male,80,1,1,Laboratory Technician,3,Married,19456,22290,5,Y,No,23,3,2,80,2,35,1,1,26,0,8,16
33,No,Travel_Rarely,578,Human Resources,5,4,Life Sciences,1,623,3,Female,80,2,5,Human Resources,4,Married,10729,4282,6,Y,No,20,3,3,80,0,38,1,4,14,18,14,11
24,No,Travel_Rarely,466,Research & Development,29,3,Other,1,624,1,Female,41,4,5,Manager,3,Single,11511,22614,3,Y,No,23,4,2,80,3,34,2,3,23,6,4,12
18,No,Travel_Frequently,823,Human Resources,27,4,Life Sciences,1,625,2,Female,66,1,3,Manager,3,Divorced,8864,9388,0,Y,No,23,3,4,80,1,27,6,3,0,15,12,10
27,No,Travel_Frequently,1377,Research & Development,19,4,Marketing,1,626,4,Female,55,4,1,Laboratory Technician,1,Single,6154,16195,8,Y,No,24,3,4,80,0,11,1,3,29,6,4,13
57,No,Travel_Frequently,253,Research & Development,21,5,Life Sciences,1,627,2,Male,89,3,1,Manufacturing Director,4,Single,19020,23725,9,Y,No,19,4,4,80,3,4,2,2,35,13,4,17
41,Yes,Travel_Rarely,533,Sales,28,5,Technical Degree,1,628,1,Female,33,4,2,Sales Executive,3,Single,10295,7527,0,Y,No,25,3,3,80,3,25,0,1,1,6,4,8
60,No,Travel_Rarely,170,Research & Development,14,5,Life Sciences,1,629,1,Female,31,4,4,Manager,3,Married,13823,7596,3,Y,Yes,11,4,3,80,2,38,5,2,3,11,0,7
27,No,Travel_Rarely,1464,Research & Development,5,4,Life Sciences,1,630,4,Male,69,2,1,Laboratory Technician,2,Single,1717,26258,4,Y,No,18,3,1,80,2,14,3,4,5,18,7,3
33,No,Travel_Rarely,1081,Human Resources,18,3,Marketing,1,631,4,Male,98,3,4,Manager,4,Divorced,6249,11384,7,Y,Yes,16,3,3,80,0,40,0,3,24,14,5,17
25,No,Travel_Rarely,439,Research & Development,14,3,Other,1,632,1,Female,100,3,5,Healthcare Representative,2,Married,16277,25679,7,Y,No,12,4,1,80,1,6,3,3,31,3,3,16
35,No,Travel_Rarely,681,Sales,24,4,Life Sciences,1,633,4,Female,72,1,1,Manager,1,Single,2677,10989,3,Y,Yes,24,3,3,80,0,11,1,1,33,9,12,12
42,Yes,Travel_Frequently,1112,Research & Development,23,1,Marketing,1,634,4,Male,60,3,5,Laboratory Technician,1,Married,2935,17531,3,Y,No,23,3,1,80,1,26,2,1,32,5,8,11
52,No,Travel_Rarely,1440,Sales,14,4,Other,1,635,2,Male,49,2,5,Manager,3,Single,16388,14801,4,Y,Yes,22,3,2,80,1,20,1,3,23,4,3,3
33,No,Non-Travel,904,Sales,11,3,Technical Degree,1,636,3,Male,100,1,2,Manager,3,Single,6872,26598,2,Y,No,20,3,4,80,0,31,5,4,28,15,3,16
51,No,Non-Travel,480,Research & Development,13,3,Other,1,637,2,Male,43,4,1,Research Director,1,Married,6210,15798,4,Y,No,20,3,2,80,2,14,0,2,11,18,12,1
44,No,Travel_Rarely,1076,Research & Development,19,5,Medical,1,638,1,Female,38,2,2,Healthcare Representative,3,Single,11744,14616,2,Y,No,16,3,3,80,2,31,4,2,30,17,4,11
30,No,Travel_Frequently,1060,Research & Development,19,4,Human Resources,1,639,3,Female,66,4,2,Healthcare Representative,4,Divorced,4710,13707,0,Y,Yes,21,3,2,80,1,12,5,4,7,15,6,4
57,No,Travel_Rarely,1002,Research & Development,15,5,Life Sciences,1,640,1,Male,57,1,2,Research Scientist,3,Married,1825,11445,7,Y,Yes,25,3,2,80,3,6,0,1,39,8,1,8
36,No,Travel_Frequently,166,Research & Development,16,5,Technical Degree,1,641,2,Male,65,3,5,Healthcare Representative,4,Single,1093,13054,7,Y,Yes,14,4,1,80,1,23,6,3,1,9,12,1
24,Yes,Travel_Frequently,1090,Research & Development,29,5,Marketing,1,642,2,Female,94,2,1,Manager,1,Divorced,2515,13563,2,Y,No,16,4,1,80,0,21,5,1,38,10,5,2
59,No,Travel_Frequently,129,Sales,8,2,Life Sciences,1,643,1,Female,49,4,2,Sales Executive,2,Married,4019,21113,4,Y,No,12,3,2,80,3,23,1,2,18,13,11,6
57,No,Travel_Frequently,1367,Sales,6,1,Human Resources,1,644,4,Male,92,4,4,Sales Executive,3,Single,14228,3237,4,Y,No,24,3,1,80,0,0,3,2,26,1,6,7
20,No,Travel_Rarely,1334,Research & Development,24,2,Other,1,645,3,Male,45,4,1,Manager,2,Married,6667,14571,0,Y,No,18,3,4,80,0,16,4,3,6,15,12,15
56,Yes,Travel_Frequently,889,Research & Development,28,4,Medical,1,646,4,Male,52,4,1,Laboratory Technician,1,Divorced,2372,15770,5,Y,No,19,3,3,80,1,3,3,2,13,15,6,10
58,No,Travel_Rarely,1005,Sales,18,5,Life Sciences,1,647,3,Female,30,4,2,Sales Representative,2,Married,1282,20853,4,Y,No,14,3,1,80,2,32,5,2,35,18,14,0
53,No,Travel_Rarely,196,Research & Development,12,5,Other,1,648,1,Female,78,2,5,Manager,2,Married,10069,18687,9,Y,No,11,3,4,80,1,3,6,2,0,11,11,16
